prime,gap_from_prev,checks_for_prime,mods_since_last_prime,tested_since_last_prime,avg_tests_per_number,max_sqrt_seen_in_span
2,,0,0,1,0.0,1
3,1,0,0,1,0.0,1
5,2,1,2,2,1.0,2
7,2,1,2,2,1.0,2
11,4,2,6,4,1.5,3
13,2,2,3,2,1.5,3
17,4,3,7,4,1.75,4
19,2,3,4,2,2.0,4
23,4,3,7,4,1.75,4
29,6,4,13,6,2.1666666666666665,5
31,2,4,5,2,2.5,5
37,6,5,14,6,2.3333333333333335,6
41,4,5,9,4,2.25,6
43,2,5,6,2,3.0,6
47,4,5,9,4,2.25,6
53,6,6,17,6,2.8333333333333335,7
59,6,6,15,6,2.5,7
61,2,6,7,2,3.5,7
67,6,7,16,6,2.6666666666666665,8
71,4,7,11,4,2.75,8
73,2,7,8,2,4.0,8
79,6,7,18,6,3.0,8
83,4,8,12,4,3.0,9
89,6,8,17,6,2.8333333333333335,9
97,8,8,24,8,3.0,9
101,4,9,13,4,3.25,10
103,2,9,10,2,5.0,10
107,4,9,13,4,3.25,10
109,2,9,10,2,5.0,10
113,4,9,13,4,3.25,10
127,14,10,45,14,3.2142857142857144,11
131,4,10,14,4,3.5,11
137,6,10,21,6,3.5,11
139,2,10,11,2,5.5,11
149,10,11,34,10,3.4,12
151,2,11,12,2,6.0,12
157,6,11,20,6,3.3333333333333335,12
163,6,11,22,6,3.6666666666666665,12
167,4,11,15,4,3.75,12
173,6,12,29,6,4.833333333333333,13
179,6,12,21,6,3.5,13
181,2,12,13,2,6.5,13
191,10,12,35,10,3.5,13
193,2,12,13,2,6.5,13
197,4,13,17,4,4.25,14
199,2,13,14,2,7.0,14
211,12,13,43,12,3.5833333333333335,14
223,12,13,45,12,3.75,14
227,4,14,18,4,4.5,15
229,2,14,15,2,7.5,15
233,4,14,18,4,4.5,15
239,6,14,23,6,3.8333333333333335,15
241,2,14,15,2,7.5,15
251,10,14,39,10,3.9,15
257,6,15,30,6,5.0,16
263,6,15,26,6,4.333333333333333,16
269,6,15,24,6,4.0,16
271,2,15,16,2,8.0,16
277,6,15,24,6,4.0,16
281,4,15,19,4,4.75,16
283,2,15,16,2,8.0,16
293,10,16,47,10,4.7,17
307,14,16,53,14,3.7857142857142856,17
311,4,16,20,4,5.0,17
313,2,16,17,2,8.5,17
317,4,16,20,4,5.0,17
331,14,17,64,14,4.571428571428571,18
337,6,17,26,6,4.333333333333333,18
347,10,17,42,10,4.2,18
349,2,17,18,2,9.0,18
353,4,17,21,4,5.25,18
359,6,17,26,6,4.333333333333333,18
367,8,18,46,8,5.75,19
373,6,18,29,6,4.833333333333333,19
379,6,18,35,6,5.833333333333333,19
383,4,18,22,4,5.5,19
389,6,18,27,6,4.5,19
397,8,18,44,8,5.5,19
401,4,19,23,4,5.75,20
409,8,19,47,8,5.875,20
419,10,19,38,10,3.8,20
421,2,19,20,2,10.0,20
431,10,19,38,10,3.8,20
433,2,19,20,2,10.0,20
439,6,19,42,6,7.0,20
443,4,20,24,4,6.0,21
449,6,20,29,6,4.833333333333333,21
457,8,20,40,8,5.0,21
461,4,20,24,4,6.0,21
463,2,20,21,2,10.5,21
467,4,20,24,4,6.0,21
479,12,20,50,12,4.166666666666667,21
487,8,21,43,8,5.375,22
491,4,21,25,4,6.25,22
499,8,21,49,8,6.125,22
503,4,21,25,4,6.25,22
509,6,21,30,6,5.0,22
521,12,21,51,12,4.25,22
523,2,21,22,2,11.0,22
541,18,22,97,18,5.388888888888889,23
547,6,22,31,6,5.166666666666667,23
557,10,22,55,10,5.5,23
563,6,22,39,6,6.5,23
569,6,22,31,6,5.166666666666667,23
571,2,22,23,2,11.5,23
577,6,23,32,6,5.333333333333333,24
587,10,23,48,10,4.8,24
593,6,23,46,6,7.666666666666667,24
599,6,23,32,6,5.333333333333333,24
601,2,23,24,2,12.0,24
607,6,23,32,6,5.333333333333333,24
613,6,23,40,6,6.666666666666667,24
617,4,23,27,4,6.75,24
619,2,23,24,2,12.0,24
631,12,24,60,12,5.0,25
641,10,24,43,10,4.3,25
643,2,24,25,2,12.5,25
647,4,24,28,4,7.0,25
653,6,24,39,6,6.5,25
659,6,24,33,6,5.5,25
661,2,24,25,2,12.5,25
673,12,24,70,12,5.833333333333333,25
677,4,25,29,4,7.25,26
683,6,25,36,6,6.0,26
691,8,25,47,8,5.875,26
701,10,25,54,10,5.4,26
709,8,25,55,8,6.875,26
719,10,25,60,10,6.0,26
727,8,25,41,8,5.125,26
733,6,26,47,6,7.833333333333333,27
739,6,26,41,6,6.833333333333333,27
743,4,26,30,4,7.5,27
751,8,26,42,8,5.25,27
757,6,26,35,6,5.833333333333333,27
761,4,26,30,4,7.5,27
769,8,26,50,8,6.25,27
773,4,26,30,4,7.5,27
787,14,27,74,14,5.285714285714286,28
797,10,27,54,10,5.4,28
809,12,27,67,12,5.583333333333333,28
811,2,27,28,2,14.0,28
821,10,27,58,10,5.8,28
823,2,27,28,2,14.0,28
827,4,27,31,4,7.75,28
829,2,27,28,2,14.0,28
839,10,27,46,10,4.6,28
853,14,28,99,14,7.071428571428571,29
857,4,28,32,4,8.0,29
859,2,28,29,2,14.5,29
863,4,28,32,4,8.0,29
877,14,28,69,14,4.928571428571429,29
881,4,28,32,4,8.0,29
883,2,28,29,2,14.5,29
887,4,28,32,4,8.0,29
907,20,29,121,20,6.05,30
911,4,29,33,4,8.25,30
919,8,29,51,8,6.375,30
929,10,29,54,10,5.4,30
937,8,29,45,8,5.625,30
941,4,29,33,4,8.25,30
947,6,29,56,6,9.333333333333334,30
953,6,29,46,6,7.666666666666667,30
967,14,30,85,14,6.071428571428571,31
971,4,30,34,4,8.5,31
977,6,30,41,6,6.833333333333333,31
983,6,30,45,6,7.5,31
991,8,30,62,8,7.75,31
997,6,30,39,6,6.5,31
1009,12,30,80,12,6.666666666666667,31
1013,4,30,34,4,8.5,31
1019,6,30,39,6,6.5,31
1021,2,30,31,2,15.5,31
1031,10,31,56,10,5.6,32
1033,2,31,32,2,16.0,32
1039,6,31,52,6,8.666666666666666,32
1049,10,31,50,10,5.0,32
1051,2,31,32,2,16.0,32
1061,10,31,50,10,5.0,32
1063,2,31,32,2,16.0,32
1069,6,31,46,6,7.666666666666667,32
1087,18,31,116,18,6.444444444444445,32
1091,4,32,36,4,9.0,33
1093,2,32,33,2,16.5,33
1097,4,32,36,4,9.0,33
1103,6,32,43,6,7.166666666666667,33
1109,6,32,41,6,6.833333333333333,33
1117,8,32,52,8,6.5,33
1123,6,32,55,6,9.166666666666666,33
1129,6,32,43,6,7.166666666666667,33
1151,22,32,121,22,5.5,33
1153,2,32,33,2,16.5,33
1163,10,33,72,10,7.2,34
1171,8,33,49,8,6.125,34
1181,10,33,56,10,5.6,34
1187,6,33,44,6,7.333333333333333,34
1193,6,33,66,6,11.0,34
1201,8,33,53,8,6.625,34
1213,12,33,69,12,5.75,34
1217,4,33,37,4,9.25,34
1223,6,33,60,6,10.0,34
1229,6,34,43,6,7.166666666666667,35
1231,2,34,35,2,17.5,35
1237,6,34,43,6,7.166666666666667,35
1249,12,34,98,12,8.166666666666666,35
1259,10,34,53,10,5.3,35
1277,18,34,119,18,6.611111111111111,35
1279,2,34,35,2,17.5,35
1283,4,34,38,4,9.5,35
1289,6,34,43,6,7.166666666666667,35
1291,2,34,35,2,17.5,35
1297,6,35,44,6,7.333333333333333,36
1301,4,35,39,4,9.75,36
1303,2,35,36,2,18.0,36
1307,4,35,39,4,9.75,36
1319,12,35,67,12,5.583333333333333,36
1321,2,35,36,2,18.0,36
1327,6,35,44,6,7.333333333333333,36
1361,34,35,192,34,5.647058823529412,36
1367,6,35,68,6,11.333333333333334,36
1373,6,36,77,6,12.833333333333334,37
1381,8,36,52,8,6.5,37
1399,18,36,101,18,5.611111111111111,37
1409,10,36,71,10,7.1,37
1423,14,36,85,14,6.071428571428571,37
1427,4,36,40,4,10.0,37
1429,2,36,37,2,18.5,37
1433,4,36,40,4,10.0,37
1439,6,36,45,6,7.5,37
1447,8,37,57,8,7.125,38
1451,4,37,41,4,10.25,38
1453,2,37,38,2,19.0,38
1459,6,37,72,6,12.0,38
1471,12,37,69,12,5.75,38
1481,10,37,56,10,5.6,38
1483,2,37,38,2,19.0,38
1487,4,37,41,4,10.25,38
1489,2,37,38,2,19.0,38
1493,4,37,41,4,10.25,38
1499,6,37,46,6,7.666666666666667,38
1511,12,37,79,12,6.583333333333333,38
1523,12,38,106,12,8.833333333333334,39
1531,8,38,58,8,7.25,39
1543,12,38,102,12,8.5,39
1549,6,38,49,6,8.166666666666666,39
1553,4,38,42,4,10.5,39
1559,6,38,47,6,7.833333333333333,39
1567,8,38,54,8,6.75,39
1571,4,38,42,4,10.5,39
1579,8,38,72,8,9.0,39
1583,4,38,42,4,10.5,39
1597,14,38,99,14,7.071428571428571,39
1601,4,39,43,4,10.75,40
1607,6,39,50,6,8.333333333333334,40
1609,2,39,40,2,20.0,40
1613,4,39,43,4,10.75,40
1619,6,39,48,6,8.0,40
1621,2,39,40,2,20.0,40
1627,6,39,48,6,8.0,40
1637,10,39,76,10,7.6,40
1657,20,39,131,20,6.55,40
1663,6,39,54,6,9.0,40
1667,4,39,43,4,10.75,40
1669,2,39,40,2,20.0,40
1693,24,40,160,24,6.666666666666667,41
1697,4,40,44,4,11.0,41
1699,2,40,41,2,20.5,41
1709,10,40,65,10,6.5,41
1721,12,40,98,12,8.166666666666666,41
1723,2,40,41,2,20.5,41
1733,10,40,65,10,6.5,41
1741,8,40,86,8,10.75,41
1747,6,40,49,6,8.166666666666666,41
1753,6,40,61,6,10.166666666666666,41
1759,6,40,51,6,8.5,41
1777,18,41,138,18,7.666666666666667,42
1783,6,41,58,6,9.666666666666666,42
1787,4,41,45,4,11.25,42
1789,2,41,42,2,21.0,42
1801,12,41,71,12,5.916666666666667,42
1811,10,41,66,10,6.6,42
1823,12,41,95,12,7.916666666666667,42
1831,8,41,81,8,10.125,42
1847,16,41,93,16,5.8125,42
1861,14,42,125,14,8.928571428571429,43
1867,6,42,51,6,8.5,43
1871,4,42,46,4,11.5,43
1873,2,42,43,2,21.5,43
1877,4,42,46,4,11.5,43
1879,2,42,43,2,21.5,43
1889,10,42,61,10,6.1,43
1901,12,42,92,12,7.666666666666667,43
1907,6,42,57,6,9.5,43
1913,6,42,69,6,11.5,43
1931,18,42,139,18,7.722222222222222,43
1933,2,42,43,2,21.5,43
1949,16,43,107,16,6.6875,44
1951,2,43,44,2,22.0,44
1973,22,43,148,22,6.7272727272727275,44
1979,6,43,52,6,8.666666666666666,44
1987,8,43,59,8,7.375,44
1993,6,43,58,6,9.666666666666666,44
1997,4,43,47,4,11.75,44
1999,2,43,44,2,22.0,44
2003,4,43,47,4,11.75,44
2011,8,43,59,8,7.375,44
2017,6,43,52,6,8.666666666666666,44
2027,10,44,101,10,10.1,45
2029,2,44,45,2,22.5,45
2039,10,44,75,10,7.5,45
2053,14,44,99,14,7.071428571428571,45
2063,10,44,91,10,9.1,45
2069,6,44,53,6,8.833333333333334,45
2081,12,44,106,12,8.833333333333334,45
2083,2,44,45,2,22.5,45
2087,4,44,48,4,12.0,45
2089,2,44,45,2,22.5,45
2099,10,44,63,10,6.3,45
2111,12,44,74,12,6.166666666666667,45
2113,2,44,45,2,22.5,45
2129,16,45,113,16,7.0625,46
2131,2,45,46,2,23.0,46
2137,6,45,54,6,9.0,46
2141,4,45,49,4,12.25,46
2143,2,45,46,2,23.0,46
2153,10,45,78,10,7.8,46
2161,8,45,71,8,8.875,46
2179,18,45,132,18,7.333333333333333,46
2203,24,45,167,24,6.958333333333333,46
2207,4,45,49,4,12.25,46
2213,6,46,97,6,16.166666666666668,47
2221,8,46,62,8,7.75,47
2237,16,46,108,16,6.75,47
2239,2,46,47,2,23.5,47
2243,4,46,50,4,12.5,47
2251,8,46,68,8,8.5,47
2267,16,46,136,16,8.5,47
2269,2,46,47,2,23.5,47
2273,4,46,50,4,12.5,47
2281,8,46,98,8,12.25,47
2287,6,46,55,6,9.166666666666666,47
2293,6,46,79,6,13.166666666666666,47
2297,4,46,50,4,12.5,47
2309,12,47,77,12,6.416666666666667,48
2311,2,47,48,2,24.0,48
2333,22,47,136,22,6.181818181818182,48
2339,6,47,56,6,9.333333333333334,48
2341,2,47,48,2,24.0,48
2347,6,47,56,6,9.333333333333334,48
2351,4,47,51,4,12.75,48
2357,6,47,64,6,10.666666666666666,48
2371,14,47,106,14,7.571428571428571,48
2377,6,47,56,6,9.333333333333334,48
2381,4,47,51,4,12.75,48
2383,2,47,48,2,24.0,48
2389,6,47,58,6,9.666666666666666,48
2393,4,47,51,4,12.75,48
2399,6,47,56,6,9.333333333333334,48
2411,12,48,96,12,8.0,49
2417,6,48,71,6,11.833333333333334,49
2423,6,48,93,6,15.5,49
2437,14,48,83,14,5.928571428571429,49
2441,4,48,52,4,13.0,49
2447,6,48,59,6,9.833333333333334,49
2459,12,48,102,12,8.5,49
2467,8,48,80,8,10.0,49
2473,6,48,59,6,9.833333333333334,49
2477,4,48,52,4,13.0,49
2503,26,49,240,26,9.23076923076923,50
2521,18,49,118,18,6.555555555555555,50
2531,10,49,68,10,6.8,50
2539,8,49,113,8,14.125,50
2543,4,49,53,4,13.25,50
2549,6,49,58,6,9.666666666666666,50
2551,2,49,50,2,25.0,50
2557,6,49,58,6,9.666666666666666,50
2579,22,49,146,22,6.636363636363637,50
2591,12,49,103,12,8.583333333333334,50
2593,2,49,50,2,25.0,50
2609,16,50,114,16,7.125,51
2617,8,50,66,8,8.25,51
2621,4,50,54,4,13.5,51
2633,12,50,148,12,12.333333333333334,51
2647,14,50,93,14,6.642857142857143,51
2657,10,50,75,10,7.5,51
2659,2,50,51,2,25.5,51
2663,4,50,54,4,13.5,51
2671,8,50,76,8,9.5,51
2677,6,50,59,6,9.833333333333334,51
2683,6,50,61,6,10.166666666666666,51
2687,4,50,54,4,13.5,51
2689,2,50,51,2,25.5,51
2693,4,50,54,4,13.5,51
2699,6,50,59,6,9.833333333333334,51
2707,8,51,97,8,12.125,52
2711,4,51,55,4,13.75,52
2713,2,51,52,2,26.0,52
2719,6,51,66,6,11.0,52
2729,10,51,70,10,7.0,52
2731,2,51,52,2,26.0,52
2741,10,51,70,10,7.0,52
2749,8,51,109,8,13.625,52
2753,4,51,55,4,13.75,52
2767,14,51,110,14,7.857142857142857,52
2777,10,51,122,10,12.2,52
2789,12,51,81,12,6.75,52
2791,2,51,52,2,26.0,52
2797,6,51,60,6,10.0,52
2801,4,51,55,4,13.75,52
2803,2,51,52,2,26.0,52
2819,16,52,156,16,9.75,53
2833,14,52,101,14,7.214285714285714,53
2837,4,52,56,4,14.0,53
2843,6,52,73,6,12.166666666666666,53
2851,8,52,68,8,8.5,53
2857,6,52,61,6,10.166666666666666,53
2861,4,52,56,4,14.0,53
2879,18,52,153,18,8.5,53
2887,8,52,104,8,13.0,53
2897,10,52,77,10,7.7,53
2903,6,52,69,6,11.5,53
2909,6,52,61,6,10.166666666666666,53
2917,8,53,103,8,12.875,54
2927,10,53,120,10,12.0,54
2939,12,53,101,12,8.416666666666666,54
2953,14,53,102,14,7.285714285714286,54
2957,4,53,57,4,14.25,54
2963,6,53,68,6,11.333333333333334,54
2969,6,53,62,6,10.333333333333334,54
2971,2,53,54,2,27.0,54
2999,28,53,199,28,7.107142857142857,54
3001,2,53,54,2,27.0,54
3011,10,53,96,10,9.6,54
3019,8,53,87,8,10.875,54
3023,4,53,57,4,14.25,54
3037,14,54,91,14,6.5,55
3041,4,54,58,4,14.5,55
3049,8,54,86,8,10.75,55
3061,12,54,116,12,9.666666666666666,55
3067,6,54,63,6,10.5,55
3079,12,54,122,12,10.166666666666666,55
3083,4,54,58,4,14.5,55
3089,6,54,63,6,10.5,55
3109,20,54,148,20,7.4,55
3119,10,54,77,10,7.7,55
3121,2,54,55,2,27.5,55
3137,16,55,167,16,10.4375,56
3163,26,55,234,26,9.0,56
3167,4,55,59,4,14.75,56
3169,2,55,56,2,28.0,56
3181,12,55,97,12,8.083333333333334,56
3187,6,55,64,6,10.666666666666666,56
3191,4,55,59,4,14.75,56
3203,12,55,123,12,10.25,56
3209,6,55,64,6,10.666666666666666,56
3217,8,55,77,8,9.625,56
3221,4,55,59,4,14.75,56
3229,8,55,77,8,9.625,56
3251,22,56,197,22,8.954545454545455,57
3253,2,56,57,2,28.5,57
3257,4,56,60,4,15.0,57
3259,2,56,57,2,28.5,57
3271,12,56,88,12,7.333333333333333,57
3299,28,56,202,28,7.214285714285714,57
3301,2,56,57,2,28.5,57
3307,6,56,65,6,10.833333333333334,57
3313,6,56,67,6,11.166666666666666,57
3319,6,56,91,6,15.166666666666666,57
3323,4,56,60,4,15.0,57
3329,6,56,65,6,10.833333333333334,57
3331,2,56,57,2,28.5,57
3343,12,56,128,12,10.666666666666666,57
3347,4,56,60,4,15.0,57
3359,12,56,92,12,7.666666666666667,57
3361,2,56,57,2,28.5,57
3371,10,57,76,10,7.6,58
3373,2,57,58,2,29.0,58
3389,16,57,131,16,8.1875,58
3391,2,57,58,2,29.0,58
3407,16,57,175,16,10.9375,58
3413,6,57,68,6,11.333333333333334,58
3433,20,57,171,20,8.55,58
3449,16,57,109,16,6.8125,58
3457,8,57,73,8,9.125,58
3461,4,57,61,4,15.25,58
3463,2,57,58,2,29.0,58
3467,4,57,61,4,15.25,58
3469,2,57,58,2,29.0,58
3491,22,58,181,22,8.227272727272727,59
3499,8,58,82,8,10.25,59
3511,12,58,112,12,9.333333333333334,59
3517,6,58,67,6,11.166666666666666,59
3527,10,58,85,10,8.5,59
3529,2,58,59,2,29.5,59
3533,4,58,62,4,15.5,59
3539,6,58,67,6,11.166666666666666,59
3541,2,58,59,2,29.5,59
3547,6,58,67,6,11.166666666666666,59
3557,10,58,129,10,12.9,59
3559,2,58,59,2,29.5,59
3571,12,58,120,12,10.0,59
3581,10,58,77,10,7.7,59
3583,2,58,59,2,29.5,59
3593,10,58,119,10,11.9,59
3607,14,59,148,14,10.571428571428571,60
3613,6,59,86,6,14.333333333333334,60
3617,4,59,63,4,15.75,60
3623,6,59,70,6,11.666666666666666,60
3631,8,59,87,8,10.875,60
3637,6,59,68,6,11.333333333333334,60
3643,6,59,74,6,12.333333333333334,60
3659,16,59,135,16,8.4375,60
3671,12,59,97,12,8.083333333333334,60
3673,2,59,60,2,30.0,60
3677,4,59,63,4,15.75,60
3691,14,59,120,14,8.571428571428571,60
3697,6,59,68,6,11.333333333333334,60
3701,4,59,63,4,15.75,60
3709,8,59,81,8,10.125,60
3719,10,59,118,10,11.8,60
3727,8,60,130,8,16.25,61
3733,6,60,71,6,11.833333333333334,61
3739,6,60,101,6,16.833333333333332,61
3761,22,60,149,22,6.7727272727272725,61
3767,6,60,117,6,19.5,61
3769,2,60,61,2,30.5,61
3779,10,60,79,10,7.9,61
3793,14,60,115,14,8.214285714285714,61
3797,4,60,64,4,16.0,61
3803,6,60,93,6,15.5,61
3821,18,60,141,18,7.833333333333333,61
3823,2,60,61,2,30.5,61
3833,10,60,117,10,11.7,61
3847,14,61,112,14,8.0,62
3851,4,61,65,4,16.25,62
3853,2,61,62,2,31.0,62
3863,10,61,92,10,9.2,62
3877,14,61,138,14,9.857142857142858,62
3881,4,61,65,4,16.25,62
3889,8,61,89,8,11.125,62
3907,18,61,152,18,8.444444444444445,62
3911,4,61,65,4,16.25,62
3917,6,61,72,6,12.0,62
3919,2,61,62,2,31.0,62
3923,4,61,65,4,16.25,62
3929,6,61,70,6,11.666666666666666,62
3931,2,61,62,2,31.0,62
3943,12,61,111,12,9.25,62
3947,4,61,65,4,16.25,62
3967,20,61,205,20,10.25,62
3989,22,62,191,22,8.681818181818182,63
4001,12,62,94,12,7.833333333333333,63
4003,2,62,63,2,31.5,63
4007,4,62,66,4,16.5,63
4013,6,62,85,6,14.166666666666666,63
4019,6,62,71,6,11.833333333333334,63
4021,2,62,63,2,31.5,63
4027,6,62,71,6,11.833333333333334,63
4049,22,62,177,22,8.045454545454545,63
4051,2,62,63,2,31.5,63
4057,6,62,71,6,11.833333333333334,63
4073,16,62,140,16,8.75,63
4079,6,62,71,6,11.833333333333334,63
4091,12,62,142,12,11.833333333333334,63
4093,2,62,63,2,31.5,63
4099,6,63,84,6,14.0,64
4111,12,63,93,12,7.75,64
4127,16,63,121,16,7.5625,64
4129,2,63,64,2,32.0,64
4133,4,63,67,4,16.75,64
4139,6,63,72,6,12.0,64
4153,14,63,134,14,9.571428571428571,64
4157,4,63,67,4,16.75,64
4159,2,63,64,2,32.0,64
4177,18,63,160,18,8.88888888888889,64
4201,24,63,297,24,12.375,64
4211,10,63,82,10,8.2,64
4217,6,63,78,6,13.0,64
4219,2,63,64,2,32.0,64
4229,10,64,117,10,11.7,65
4231,2,64,65,2,32.5,65
4241,10,64,95,10,9.5,65
4243,2,64,65,2,32.5,65
4253,10,64,109,10,10.9,65
4259,6,64,73,6,12.166666666666666,65
4261,2,64,65,2,32.5,65
4271,10,64,93,10,9.3,65
4273,2,64,65,2,32.5,65
4283,10,64,89,10,8.9,65
4289,6,64,73,6,12.166666666666666,65
4297,8,64,80,8,10.0,65
4327,30,64,259,30,8.633333333333333,65
4337,10,64,139,10,13.9,65
4339,2,64,65,2,32.5,65
4349,10,64,119,10,11.9,65
4357,8,65,93,8,11.625,66
4363,6,65,76,6,12.666666666666666,66
4373,10,65,100,10,10.0,66
4391,18,65,168,18,9.333333333333334,66
4397,6,65,92,6,15.333333333333334,66
4409,12,65,137,12,11.416666666666666,66
4421,12,65,95,12,7.916666666666667,66
4423,2,65,66,2,33.0,66
4441,18,65,176,18,9.777777777777779,66
4447,6,65,74,6,12.333333333333334,66
4451,4,65,69,4,17.25,66
4457,6,65,130,6,21.666666666666668,66
4463,6,65,76,6,12.666666666666666,66
4481,18,65,154,18,8.555555555555555,66
4483,2,65,66,2,33.0,66
4493,10,66,147,10,14.7,67
4507,14,66,101,14,7.214285714285714,67
4513,6,66,83,6,13.833333333333334,67
4517,4,66,70,4,17.5,67
4519,2,66,67,2,33.5,67
4523,4,66,70,4,17.5,67
4547,24,66,158,24,6.583333333333333,67
4549,2,66,67,2,33.5,67
4561,12,66,154,12,12.833333333333334,67
4567,6,66,75,6,12.5,67
4583,16,66,142,16,8.875,67
4591,8,66,88,8,11.0,67
4597,6,66,75,6,12.5,67
4603,6,66,113,6,18.833333333333332,67
4621,18,66,147,18,8.166666666666666,67
4637,16,67,141,16,8.8125,68
4639,2,67,68,2,34.0,68
4643,4,67,71,4,17.75,68
4649,6,67,76,6,12.666666666666666,68
4651,2,67,68,2,34.0,68
4657,6,67,76,6,12.666666666666666,68
4663,6,67,130,6,21.666666666666668,68
4673,10,67,94,10,9.4,68
4679,6,67,76,6,12.666666666666666,68
4691,12,67,153,12,12.75,68
4703,12,67,131,12,10.916666666666666,68
4721,18,67,164,18,9.11111111111111,68
4723,2,67,68,2,34.0,68
4729,6,67,100,6,16.666666666666668,68
4733,4,67,71,4,17.75,68
4751,18,67,152,18,8.444444444444445,68
4759,8,67,145,8,18.125,68
4783,24,68,158,24,6.583333333333333,69
4787,4,68,72,4,18.0,69
4789,2,68,69,2,34.5,69
4793,4,68,72,4,18.0,69
4799,6,68,77,6,12.833333333333334,69
4801,2,68,69,2,34.5,69
4813,12,68,108,12,9.0,69
4817,4,68,72,4,18.0,69
4831,14,68,159,14,11.357142857142858,69
4861,30,68,293,30,9.766666666666667,69
4871,10,68,111,10,11.1,69
4877,6,68,83,6,13.833333333333334,69
4889,12,68,106,12,8.833333333333334,69
4903,14,69,220,14,15.714285714285714,70
4909,6,69,80,6,13.333333333333334,70
4919,10,69,98,10,9.8,70
4931,12,69,101,12,8.416666666666666,70
4933,2,69,70,2,35.0,70
4937,4,69,73,4,18.25,70
4943,6,69,84,6,14.0,70
4951,8,69,85,8,10.625,70
4957,6,69,78,6,13.0,70
4967,10,69,94,10,9.4,70
4969,2,69,70,2,35.0,70
4973,4,69,73,4,18.25,70
4987,14,69,116,14,8.285714285714286,70
4993,6,69,80,6,13.333333333333334,70
4999,6,69,92,6,15.333333333333334,70
5003,4,69,73,4,18.25,70
5009,6,69,78,6,13.0,70
5011,2,69,70,2,35.0,70
5021,10,69,110,10,11.0,70
5023,2,69,70,2,35.0,70
5039,16,69,149,16,9.3125,70
5051,12,70,160,12,13.333333333333334,71
5059,8,70,118,8,14.75,71
5077,18,70,199,18,11.055555555555555,71
5081,4,70,74,4,18.5,71
5087,6,70,87,6,14.5,71
5099,12,70,100,12,8.333333333333334,71
5101,2,70,71,2,35.5,71
5107,6,70,79,6,13.166666666666666,71
5113,6,70,93,6,15.5,71
5119,6,70,81,6,13.5,71
5147,28,70,274,28,9.785714285714286,71
5153,6,70,93,6,15.5,71
5167,14,70,107,14,7.642857142857143,71
5171,4,70,74,4,18.5,71
5179,8,70,112,8,14.0,71
5189,10,71,154,10,15.4,72
5197,8,71,109,8,13.625,72
5209,12,71,137,12,11.416666666666666,72
5227,18,71,144,18,8.0,72
5231,4,71,75,4,18.75,72
5233,2,71,72,2,36.0,72
5237,4,71,75,4,18.75,72
5261,24,71,209,24,8.708333333333334,72
5273,12,71,131,12,10.916666666666666,72
5279,6,71,80,6,13.333333333333334,72
5281,2,71,72,2,36.0,72
5297,16,71,181,16,11.3125,72
5303,6,71,82,6,13.666666666666666,72
5309,6,71,80,6,13.333333333333334,72
5323,14,71,160,14,11.428571428571429,72
5333,10,72,159,10,15.9,73
5347,14,72,115,14,8.214285714285714,73
5351,4,72,76,4,19.0,73
5381,30,72,283,30,9.433333333333334,73
5387,6,72,83,6,13.833333333333334,73
5393,6,72,93,6,15.5,73
5399,6,72,81,6,13.5,73
5407,8,72,92,8,11.5,73
5413,6,72,83,6,13.833333333333334,73
5417,4,72,76,4,19.0,73
5419,2,72,73,2,36.5,73
5431,12,72,156,12,13.0,73
5437,6,72,81,6,13.5,73
5441,4,72,76,4,19.0,73
5443,2,72,73,2,36.5,73
5449,6,72,89,6,14.833333333333334,73
5471,22,72,205,22,9.318181818181818,73
5477,6,73,90,6,15.0,74
5479,2,73,74,2,37.0,74
5483,4,73,77,4,19.25,74
5501,18,73,144,18,8.0,74
5503,2,73,74,2,37.0,74
5507,4,73,77,4,19.25,74
5519,12,73,129,12,10.75,74
5521,2,73,74,2,37.0,74
5527,6,73,82,6,13.666666666666666,74
5531,4,73,77,4,19.25,74
5557,26,73,204,26,7.846153846153846,74
5563,6,73,144,6,24.0,74
5569,6,73,96,6,16.0,74
5573,4,73,77,4,19.25,74
5581,8,73,89,8,11.125,74
5591,10,73,122,10,12.2,74
5623,32,73,309,32,9.65625,74
5639,16,74,162,16,10.125,75
5641,2,74,75,2,37.5,75
5647,6,74,83,6,13.833333333333334,75
5651,4,74,78,4,19.5,75
5653,2,74,75,2,37.5,75
5657,4,74,78,4,19.5,75
5659,2,74,75,2,37.5,75
5669,10,74,93,10,9.3,75
5683,14,74,159,14,11.357142857142858,75
5689,6,74,89,6,14.833333333333334,75
5693,4,74,78,4,19.5,75
5701,8,74,124,8,15.5,75
5711,10,74,99,10,9.9,75
5717,6,74,107,6,17.833333333333332,75
5737,20,74,188,20,9.4,75
5741,4,74,78,4,19.5,75
5743,2,74,75,2,37.5,75
5749,6,74,85,6,14.166666666666666,75
5779,30,75,310,30,10.333333333333334,76
5783,4,75,79,4,19.75,76
5791,8,75,91,8,11.375,76
5801,10,75,98,10,9.8,76
5807,6,75,86,6,14.333333333333334,76
5813,6,75,116,6,19.333333333333332,76
5821,8,75,95,8,11.875,76
5827,6,75,84,6,14.0,76
5839,12,75,121,12,10.083333333333334,76
5843,4,75,79,4,19.75,76
5849,6,75,84,6,14.0,76
5851,2,75,76,2,38.0,76
5857,6,75,84,6,14.0,76
5861,4,75,79,4,19.75,76
